0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
young,-0.30089,-0.26255,-0.055639999999999995,0.14493,-0.44376000000000004,-0.090197,-0.015387999999999999,0.08505,0.11503,2.9109000000000002e-05,-0.030185000000000003,-0.18647,-0.20779,-0.099061,0.59582,-0.10539000000000001,-0.021939,-0.008918500000000001,0.69797,-0.0009130000000000001,-0.15857000000000002,-0.15285,0.32831,0.19013,-0.59127,0.5464600000000001,0.0036851999999999996,0.27366999999999997,-0.15779,0.22021999999999997,0.9200799999999999,-0.24670999999999998,-0.24631999999999998,1.0978,0.059772000000000006,0.43078999999999995,-0.4011,0.14779,0.55879,-0.7803899999999999,0.050921,-0.029307,0.005548,0.064205,-0.32989,0.1002,0.30161,0.45657,-0.73215,0.16932,-0.93147,0.076613,0.088538,-0.27604,-0.24741,0.6837300000000001,-0.54696,0.055643,0.25891,-0.026764,-0.47273999999999994,0.28091,-0.07459099999999999,0.07987999999999999,0.12669,-0.19149000000000002,0.21886,-0.0022600999999999997,0.48125,0.9838,-0.24995,-0.072109,-0.28195,0.062448000000000004,0.041414,-0.22458000000000003,0.050207999999999996,-0.5632199999999999,-0.10484,0.26452,0.7681600000000001,0.5532199999999999,-0.0031453,-0.073102,-0.51385,-0.57208,0.349,0.1928,-0.26737,0.6316,0.21514,0.43346999999999997,0.16522,0.057776999999999995,0.5261100000000001,0.23549,0.8864200000000001,0.90209,0.52983,0.036088999999999996,0.2664,-0.010192,0.21856,-0.29825999999999997,0.25251999999999997,0.37926,0.31493000000000004,0.042241,0.20708000000000001,-0.06273200000000001,0.17054,0.16806,0.63603,1.0027,-0.1133,-0.06632,-0.18212,0.12383,0.49522,0.317,0.36453,-0.065424,-0.72725,-0.34354,0.18708,-0.27821999999999997,0.29991,-0.26949,-0.20747,0.31386,0.025679,0.09940700000000001,-0.2267,-0.17993,-0.35515,0.40935,-0.12847999999999998,-0.28448,0.23851999999999998,-0.11579,-0.20945,0.30596999999999996,0.41728000000000004,-0.06736900000000001,0.24806999999999998,0.027061,-0.21985,0.3279,-0.79635,0.16155999999999998,0.20255,-0.15711,-4.4141,0.21508000000000002,-0.6602100000000001,-0.33021,-0.41849,0.1618,-0.23199999999999998,-0.14918,-0.226,-0.035941,-0.68895,-0.34735,0.33493,-0.087244,0.44909,-0.40949,0.10944000000000001,-0.056848,-0.41098,-0.44565,0.014066999999999998,-0.31267,0.046849,0.25198000000000004,-0.35436999999999996,-0.56247,-0.053975,0.0093034,0.21463000000000002,0.042869,-0.31272,-0.057133,0.21051999999999998,0.69116,0.27549,0.13435999999999998,0.21084,-0.14368,-0.054377999999999996,-0.10998,-0.18681,0.50084,0.067329,0.21749000000000002,0.64315,-0.2641,-0.35714,-0.9086200000000001
días,0.33631,-0.37917,-0.25145,-0.2351,0.12380999999999999,-0.31088000000000005,-0.29808,-0.44015,-0.82929,-0.47123999999999994,0.19543,0.30767,1.0197,0.9059,-0.55176,-0.58472,-0.55404,-0.22423,-0.014759,0.066376,0.56138,-0.40439,0.7770199999999999,0.12755999999999998,-0.22851,-4.0082,-0.90485,-0.26197,0.7557699999999999,-0.57604,-0.24866,-0.16605999999999999,0.66204,0.6693399999999999,0.025585,-0.30585999999999997,-0.94473,0.87064,-0.48571000000000003,0.08719099999999999,0.16475,-0.090277,-0.3201,0.34947,0.75761,0.22625,0.75252,-0.021994999999999997,-0.42183000000000004,0.20594,-0.34573000000000004,-0.12299000000000002,-0.011951,-0.28615,0.10991,0.053599,0.26704,-0.6402,0.33158000000000004,0.37589,-0.0093435,-0.75278,-0.34895,0.32386,1.2672,0.014988,-0.22964,0.609,-0.038403,0.016668000000000002,-0.44068,-0.10804000000000001,0.55081,-0.0071378,0.5196,-0.19817,0.17411,-0.27155999999999997,-0.096291,0.16569,0.5539999999999999,0.48100000000000004,0.2476,0.61544,0.029356999999999998,0.62632,-0.7791899999999999,0.16018,0.36071,-0.28565,-0.4288,-0.19587000000000002,-0.2685,0.6916100000000001,-0.11235999999999999,-0.23979,-0.34935,0.27903,0.16729000000000002,-0.028861,-0.017075,-0.1947,0.52475,0.081415,0.21848,-0.29828000000000005,-0.63446,0.30738000000000004,0.08023,0.8755200000000001,0.67081,-0.1549,0.083355,0.32526,-0.5966899999999999,-0.47885,-0.34136,0.23746,0.023958,0.28359,0.38148000000000004,0.10497999999999999,0.19304000000000002,-0.32171,0.11709000000000001,-0.10562,0.15791,-0.12733,0.095932,-0.15808,0.15578,0.10411,0.65866,-0.05095,0.52623,-0.38809,-0.21611,0.14824,0.029095,0.46653999999999995,-0.45214,0.31003000000000003,0.21403000000000003,-0.3633,0.33073,-0.47289,-0.26085,-0.33782,-0.28947,0.20452,-0.77457,0.010461,-1.7401,-0.11628,-0.34708,-0.91438,0.30732,-0.049193,-0.38274,-0.21325,0.35174,-0.27651,0.00060721,0.20304,-0.10903,0.084597,0.32561,0.047552,0.26534,0.033993999999999996,-0.0077458,0.73334,0.10635,0.23004000000000002,0.26074,-0.0063786,-0.1184,-0.78676,0.54194,0.00040963,0.057139999999999996,0.49713,-0.17532999999999999,0.66205,-0.65758,-0.10057,-0.92732,0.33474,0.020659,0.026358,0.28513,-0.02377,-0.25431,-0.078798,0.87955,-0.094713,0.22646,-0.10365999999999999,0.49937,0.80525
follower,-0.11793,0.49031,-1.0641,-0.48221,-0.13468,0.07596,-0.19959000000000002,0.35927,-0.3145,0.59668,-0.25997,-0.21809,0.556,-0.72719,-0.55753,-0.37118,0.23692,0.41295,0.021703999999999998,-0.61283,0.042598000000000004,0.47334,-0.62376,-0.4441,-1.0311,0.5425399999999999,-0.14876,-0.9892700000000001,-0.14163,0.47263,-0.8392,0.40942,0.5390699999999999,0.32288,0.87085,0.12722,0.24971999999999997,-0.13194,-0.26734,-0.7128800000000001,-1.0353,0.61461,-0.38208000000000003,0.68491,-0.30824,-0.14893,0.10368,-0.1288,-0.28923000000000004,0.035793,-0.34453,-0.6275,-0.43527,-0.8907200000000001,-0.4314,0.8556600000000001,0.9050600000000001,-0.5825199999999999,-0.40925,-0.18065,-0.052373,-0.45851000000000003,0.31945999999999997,-0.44723,0.014786,0.42026,-0.48767,0.6280399999999999,-0.35452,0.7167,0.8814299999999999,-0.44582,-0.04552,0.30162,-0.38416999999999996,0.39416999999999996,-0.70472,0.32757,-0.8250799999999999,-0.90151,0.60275,1.0703,0.38402,0.077288,0.75531,0.26674000000000003,-0.019137,-0.39169,0.038238999999999995,-0.70416,0.22905999999999999,-0.5385,-0.25049,1.2379,-0.010742,-0.24886,-0.54323,0.27471,0.12403,-0.42552,-0.19404000000000002,-0.29546999999999995,0.12052,-0.50984,0.49491,-0.08591599999999999,0.18486,0.32079,0.60529,0.15512,-0.089474,0.74207,-0.34707,0.1647,1.0101,-0.18295,1.0378,0.09060499999999999,0.21204,-0.2869,-0.64555,0.25849,-0.32568,-0.047867,0.4673,-1.1416,-0.36907,-1.0419,-0.84049,-0.23835,-0.056411,-0.28281,0.7001,0.38498000000000004,0.61774,0.6614300000000001,0.087449,-0.13074000000000002,-0.60638,-0.63686,0.064585,-0.76073,-0.30935999999999997,-0.83378,0.044066,-0.3667,0.57121,0.40747,0.3831,0.5078699999999999,0.20801999999999998,0.45907,-3.5237,0.24249,-0.24689,-0.8624,-0.21739,-0.28652,-0.61503,0.66059,0.71506,-0.040541,0.21506,0.66527,-0.09095700000000001,-0.62353,-0.31359000000000004,-0.28998,-0.90796,0.24664,0.44598000000000004,0.22969,-0.3229,0.044675,-0.12596,0.16962,0.9023399999999999,0.26844,0.34242,-0.1651,-0.029641000000000004,0.06044600000000001,0.068873,-0.037351999999999996,-0.42862,0.053341,-0.0097395,1.2563,0.12895,-1.1699,-0.41101000000000004,-0.24219000000000002,0.08213,-0.09265,0.23485999999999999,0.9784700000000001,-1.4977,0.30318,0.48561000000000004,-0.42122
org,-0.046771,0.60307,0.11420999999999999,0.027844,0.014504,-0.23509000000000002,0.14069,0.15139,0.57776,0.27766,0.22966999999999999,-0.19305999999999998,0.14062,0.38911,0.70399,-0.051286,0.50479,-0.2459,0.4665,-0.090255,0.025702,0.31671,-0.43768,0.2563,-0.46478,-0.27392,0.021284,-0.35469,-0.027298000000000003,0.3995,0.016527,0.052358,0.4304,0.074161,0.43861999999999995,0.29162,0.11657999999999999,0.015941999999999998,0.086463,0.20951,-0.95904,0.43083,-0.59402,0.43473,-0.16846,-0.052396000000000005,-0.45492,-0.75141,0.2614,-0.47063999999999995,-0.23578000000000002,-0.46396000000000004,-0.26094,-0.33721999999999996,0.33678,-0.8137800000000001,-0.44719,-0.075906,-0.27066999999999997,0.2989,-0.2374,0.37099,0.23811999999999997,-0.066131,-0.0037890999999999997,0.36289,-0.065698,0.44841000000000003,0.21148000000000003,0.38305,-0.40814,0.44483999999999996,0.40247,-0.36609,0.54564,0.8123,-0.20269,0.65482,0.38024,-0.23315999999999998,-0.90707,-0.07952999999999999,-0.08720599999999999,-0.57852,-0.23103,0.30541,0.078676,0.34207,-0.072685,-0.070579,0.22405999999999998,0.29244000000000003,0.040437,0.31835,0.45474,-0.20190999999999998,0.14802,-0.57363,-0.44714,0.19159,-0.16382,0.65742,0.15417,0.048867,-0.057981,-0.21685,0.20995999999999998,0.20720999999999998,-0.11613,0.1647,0.1497,-0.19526,-0.40786,0.049579000000000005,0.71826,0.12387000000000001,-0.22891999999999998,0.4485,-0.8285399999999999,-1.6976,-0.058542,0.38484,0.3394,0.27074000000000004,-0.041232,-0.163,-0.50079,-0.53171,-3.2691,0.43573,-0.033014,0.26053000000000004,1.0889,0.2831,-0.53317,0.70711,0.28459,-0.20586,-0.045606,0.28858,0.08632999999999999,-0.7688,-0.5100899999999999,0.6388699999999999,0.13799,-0.21575999999999998,0.17524,-0.021565,0.13696,-0.33479000000000003,-0.37,0.10951,-2.5377,0.2652,0.42888000000000004,-0.35375999999999996,0.76049,0.12237,0.34360999999999997,0.19819,-0.41271,0.25514000000000003,-0.050901,-0.09829600000000001,-0.09500700000000001,-0.20789000000000002,-0.51202,0.43433999999999995,0.436,0.6894399999999999,-0.72068,0.034705,-0.12805,0.047162,-0.912,-0.091977,-0.66286,0.39932,-0.22105999999999998,0.21419000000000002,-0.24993,-0.056651,-0.035736000000000004,-0.32061999999999996,0.19234,-0.45271999999999996,0.17997,-0.23911999999999997,0.71504,-0.34694,-0.38603000000000004,-0.23325,-0.0029384,0.72845,-1.0775,0.17559,-0.77594,0.005582899999999999,-0.25727,0.28542
ter,0.36988000000000004,-0.45506,0.50568,-0.071756,0.31183,-0.40312,-0.1902,-0.2009,-0.12777,-0.1324,0.484,-0.046024,0.5897600000000001,-0.59231,-0.050421,0.62964,-0.010163,0.07370800000000001,-0.44633999999999996,-0.72711,0.020249,0.17376,-0.6741699999999999,-0.042337,0.34884,-1.8198,0.068866,0.17181,-0.52276,-0.16984000000000002,0.49453,0.16801,-0.034827,-0.45478999999999997,-0.01172,0.043445,0.052562,-0.9645299999999999,-2.5965,-0.010493,-2.5157,0.28756,-0.19569,-0.71822,0.03125,-0.27093,-0.36516,-0.31156999999999996,0.43354,-0.82635,0.17638,0.55386,-0.063368,0.84116,0.24395999999999998,-0.15225,-0.5341899999999999,0.89871,0.20338,-0.49751000000000006,0.43111000000000005,0.30933,0.045179000000000004,0.25884,-0.39385,0.091244,0.42578999999999995,-0.22676,-0.061485000000000005,-0.35906,0.4113,-0.45285,0.39829000000000003,0.42333000000000004,-0.65569,-0.43391,-0.19295,-0.36266,0.098996,0.26153000000000004,-1.2943,0.40142,0.6705300000000001,-0.17455,-0.038875,0.41697,0.10789000000000001,-0.034365,-0.49932,-0.16954,-0.14029,0.15800999999999998,0.12547,-0.36218,-0.29413,-0.2206,0.58075,-0.29168,0.0557,-0.042469,0.66678,-0.32879,0.75746,-0.27165,-0.08442100000000001,-0.43938999999999995,-0.096327,-0.4565,0.1962,-0.1743,-0.032734,0.56186,0.47586999999999996,-0.46648,-0.32309,0.23023000000000002,0.3067,-0.3527,0.1168,-0.64255,0.50669,-0.22424000000000002,-0.26414,0.46513000000000004,-0.17879,0.3214,0.52151,-0.22487,-0.11416,0.18294000000000002,-0.13851,0.070355,0.27437,0.26852,-0.5847100000000001,0.061474,0.2326,-1.0773,-0.77053,-0.44256999999999996,0.41881,-0.11845,-0.11753,0.21355,0.18357,0.0016429000000000003,-0.20797,0.79813,-0.096137,-0.26759,0.047744,0.071892,-2.2215,-0.17314000000000002,-0.09178,0.034274,0.11454,-0.46713999999999994,-0.1025,0.10872000000000001,0.11085999999999999,-0.5718,0.099977,-0.98324,-0.031883999999999996,0.067139,-0.4171,-0.47295,-0.35199,-0.43293999999999994,-0.2348,-0.067599,0.34872,0.37077,0.43656000000000006,0.05726799999999999,0.19346,-0.18742999999999999,0.18367,0.28189000000000003,0.15872,-0.031237,-0.5713,0.33969,0.13952,0.080214,-0.022093,0.18728,0.41684,0.39364,-0.5732,0.014516,-0.2345,0.18613,0.12596,-0.11215,-0.20342000000000002,0.79361,0.16516,-0.49322
ainda,0.60824,-0.69818,0.16821,-0.24391,0.36578,0.42381,-0.2475,-0.036988,0.25811999999999996,-0.23401,-0.15764,0.091967,-0.1586,0.099675,-0.076447,-0.13873,-0.7885800000000001,0.038671,-0.16052,-0.49968,0.0064356000000000005,0.22876999999999997,0.068953,-0.11564,0.029789,-2.3482,-0.049129,0.33558000000000004,0.16583,0.21541,0.5635,0.21927,-0.38186,-0.6863199999999999,-1.3322,-0.5078,-0.20293,-0.53545,-3.1558,-0.17826,-1.9116,0.32634,-0.012012,-0.26371999999999995,-0.54652,-0.16389,-0.23226999999999998,-0.14152,-0.048079000000000004,-0.044472000000000005,0.047848,0.32322,0.37221,0.59888,-0.46813,0.22225999999999999,-0.20073,1.0967,0.06429,0.06473200000000001,-0.051337,-0.35558,0.052489999999999995,0.25299,-0.18936,0.27011999999999997,0.66786,-0.62245,0.17532,0.061263,0.78771,0.017974,0.11555,0.74971,-0.16055,-0.31698000000000004,0.1659,-0.22598000000000001,-0.29005,0.7417600000000001,-0.83244,0.18427000000000002,-0.2184,-0.16203,0.42291999999999996,0.2002,0.33168000000000003,0.29220999999999997,0.30183000000000004,-0.11217,-0.44688,0.11929000000000001,0.075004,-0.5988100000000001,0.30984,-0.38065,0.34331999999999996,0.042932,-0.21735,-0.10923,0.21329,-0.4463,0.15819,0.15795,0.026825,-0.40419,0.1854,-0.294,0.25592,-0.031267,-0.31044,0.6006,0.12161,0.10775,0.40601,0.033451999999999996,0.74505,-0.19889,0.041444999999999996,0.05941900000000001,-0.10457999999999999,-0.029883,0.05262000000000001,0.28799,-0.14398,0.020211,0.23467,0.24511999999999998,-0.15097,-0.12937,-0.33473,-0.096876,0.023016,0.27718000000000004,-0.076306,-0.38008000000000003,-0.099789,0.29948,-0.2842,-1.0117,0.13854,0.09909,0.0057827,0.32083,-0.19163,0.37864000000000003,-0.69515,1.2313,-0.43296999999999997,0.47633000000000003,0.35701,-0.33828,-2.0561,-0.013168000000000001,0.09517300000000001,0.31574,-0.33355,-0.17317000000000002,0.040063999999999995,0.17215,0.17153,-0.23056999999999997,0.2858,-0.35220999999999997,-0.016309999999999998,0.045599,-0.053875,-0.16602999999999998,-0.81607,-0.6523100000000001,-0.6998,0.36429,0.084513,-0.08818200000000001,0.67906,-0.15041,0.41241000000000005,-0.071377,-0.028206000000000002,0.23062,-0.43127,0.11515,-0.71353,0.027069,-0.05575700000000001,-0.16792,0.2961,0.24452,0.15730999999999998,0.65867,-0.39587,-0.32697,0.1449,-0.11029000000000001,-0.18600000000000003,0.073724,-0.53455,0.2975,-0.5918399999999999,-0.58363
ganas,0.16744,0.35051,0.14025,0.50773,-0.18049,0.23319,-0.50472,-0.30856999999999996,-0.9654200000000001,0.062947,-0.47631,0.20861,1.1598,0.17126,0.093911,0.5123,0.5429,-0.21116999999999997,0.30434,0.32519000000000003,-0.0053836000000000005,0.48073999999999995,0.0086409,-0.072788,-0.20590999999999998,-3.8939,-0.55987,-0.15054,0.47571,-0.17381,-0.5231100000000001,-0.51802,0.4391,0.85308,0.15811,0.38978,0.45633999999999997,0.47546000000000005,-0.71497,-0.07196,-0.46263999999999994,-0.26471999999999996,-0.3164,-0.69793,0.6302300000000001,-0.8235100000000001,-0.18372,0.29924,0.5113800000000001,0.54479,-0.59917,0.016925,-0.095359,-0.16744,0.28015,-0.55912,0.26833,0.17748,0.27956,-0.023366,-0.025131999999999998,0.27492,-0.29057,0.19327,0.55248,0.026197,-0.64541,0.032512,0.027618,0.5844699999999999,-0.64923,0.21631999999999998,0.013811000000000002,0.59221,-0.21040999999999999,0.007215699999999999,0.05660900000000001,0.44498999999999994,0.14359,-0.17255,0.21928000000000003,-0.19433,0.18511,-0.17512,0.011792,-0.20118,0.044194,-0.26298,-0.032142000000000004,-0.10384000000000002,0.098615,0.53391,0.031965,0.7955300000000001,-0.11147,0.29052,-0.41341999999999995,-0.36621,-0.18047,0.9777,0.26145999999999997,0.030063,-0.5918800000000001,-0.21705,0.18679,-0.29991,-0.34811,0.37001,-0.09309400000000001,0.78706,-0.22280999999999998,-0.53459,0.1877,-0.14494,-0.49896,-0.29183000000000003,0.34047,0.7147899999999999,-0.18448,-0.49941,0.5161899999999999,-0.40218000000000004,-0.15723,0.47613999999999995,-0.5947100000000001,0.39828,-0.096527,-0.27737,-0.22411,0.12846,0.10661,0.43075,-0.14775,-0.34671,0.54724,0.48383999999999994,0.36354000000000003,-0.46286000000000005,0.13758,0.28328000000000003,-1.1361,-0.14594000000000001,-0.50877,0.23713,0.27745,-0.54592,0.12791,-0.7084,-0.7833399999999999,-0.0062749,0.83806,0.043531,-2.0986,-0.22129000000000001,-0.013032,-0.90122,0.20764000000000002,-0.10620999999999998,0.066561,-0.27121999999999996,0.18220999999999998,-0.020302,0.21541999999999997,0.11965999999999999,0.16894,-0.45905,0.37725,0.14744000000000002,0.46313999999999994,-0.18798,0.21370999999999998,0.86166,0.23820999999999998,-0.15134,0.25731,0.10905999999999999,0.018667,0.029488999999999998,-0.33921999999999997,-0.17237,0.25356,-0.51922,0.70067,-0.39897,-0.72215,-0.72211,0.26718000000000003,0.7376,0.19125999999999999,-0.043311,-0.33718000000000004,0.11460999999999999,-0.42094,-0.15555,0.21370999999999998,-0.41685,0.3876,-0.26802,-0.29744,0.97639
lose,0.14501,0.46686000000000005,-0.28476,-0.52763,-0.27951,0.55737,0.95676,-0.072012,0.39232,0.938,-0.12993,-0.36965,-0.97615,0.082959,0.5136,-0.24045,-0.027329000000000003,0.14995,-0.13322,0.089398,0.34870999999999996,0.45398999999999995,0.44806,0.13166,-0.10099999999999999,0.031181999999999998,0.26959,0.43653000000000003,0.8627299999999999,-0.23645,-0.675,-0.12080999999999999,0.70196,0.28546,0.0037944000000000003,-0.56123,0.082207,0.40533,0.040409,-0.4924,0.68838,0.21397,0.10727,0.031331,0.010475,0.073739,1.1032,0.39716,0.7427699999999999,0.6008399999999999,-0.4497,0.14775,0.38256,0.16766,0.093331,0.11423,-0.11519000000000001,0.010726000000000001,-0.16000999999999999,-0.34785,1.0434,0.052984,-0.19692,-0.21525,0.61445,0.12189000000000001,-0.082216,-0.049949,-0.37596999999999997,0.48993000000000003,0.06754099999999999,0.08369,-0.09790499999999999,-0.081376,0.11887,-0.40343,0.27899,-0.21094000000000002,0.093486,-0.53151,1.1161,0.21602,-0.08061499999999999,0.12532000000000001,0.14024,0.60836,-0.21420999999999998,-0.0018843,-0.17553,-0.7005,-0.29438000000000003,-0.7568699999999999,0.27023,0.40008,-0.6087899999999999,0.1147,-0.24429,0.040402,-0.58139,-0.64603,-0.35253,-0.26279,0.27771,0.7155600000000001,0.038099,0.46621999999999997,-0.057016,0.51531,-0.28368000000000004,-0.40255,-0.43658,-0.050704,0.32242,0.29191999999999996,-0.58292,-0.010231,0.095786,0.38167,0.063141,-0.10528,-0.27541,-0.2188,-0.47773999999999994,-0.31356999999999996,-0.07925900000000001,-0.19666,-0.078787,0.55772,0.6510699999999999,-0.7400800000000001,-0.81415,-0.26037,0.15317999999999998,0.20723000000000003,0.19077,-0.031001,-0.060341,-0.66846,-0.23640999999999998,-0.31573,-0.11678,0.20140999999999998,-0.53971,-0.19922,0.4144,-0.35329,-0.32135,0.1286,0.46728000000000003,-0.14157999999999998,0.61841,0.051438,-4.2116,-0.029519999999999998,0.27583,0.61297,0.17109000000000002,0.293,0.6322800000000001,0.15866,0.082473,0.30915,-0.027757,-0.043410000000000004,-0.38693,-0.34935,0.11289,0.21516,-0.14082,0.43256999999999995,0.095532,0.53642,0.16898,-0.42066000000000003,-0.082875,-0.58341,0.057925,-0.36698000000000003,0.40213000000000004,-0.49773999999999996,-0.20829,0.43323999999999996,0.032394,-0.61852,0.16766,0.58089,1.1822,1.0105,0.4499,-0.5828,-0.30946999999999997,0.20915,-0.48585,-0.6461399999999999,0.34635,-0.42471000000000003,0.004874100000000001,-0.49232,0.10589000000000001,-0.16369
wit,-0.37023,0.47748999999999997,-0.16893,-0.18285,0.14126,-0.07111100000000001,-0.35345,-0.10715999999999999,0.015667,0.51344,-0.29038,0.44841000000000003,-0.6267,0.34684,-0.15067,-0.10111,-0.17602,-0.061440999999999996,-0.7245,-0.38521,0.41755,0.18020999999999998,0.5415800000000001,-0.23531,0.080755,1.2735,-0.022115,0.13698,-0.43122,-0.28731,-0.098135,-0.23051,0.1943,0.68234,-0.55716,0.26095,0.0024024999999999997,0.13127,0.38663000000000003,0.37595,-0.18198,0.90446,0.24825,0.027905000000000003,0.14969000000000002,0.020747,0.92194,0.36121,-0.008614799999999999,0.6673100000000001,0.075209,-0.39881,-0.31537,-0.070127,0.016179,-0.25314000000000003,-0.58817,-0.49959,0.303,0.098522,-0.071869,0.049921,0.25366,0.42873,-0.50246,-0.80603,0.098825,0.22153,-0.031232999999999997,0.15555,-0.2587,-0.20464000000000002,-0.37673,0.25743,-0.4146,0.862,0.40245,-0.13180999999999998,0.3281,-0.039192000000000005,0.56725,0.31715,-1.0435,-0.70938,-0.35466,-0.080341,0.55585,-0.40091,-0.048484,0.52288,0.4529,0.27853,-0.046504000000000004,-0.51789,-0.071099,0.5697800000000001,0.086489,0.65067,0.16981,0.64852,-0.14912999999999998,-0.5535899999999999,0.040772,-0.17822000000000002,-0.018305000000000002,-0.20988,0.87915,-0.29669,-0.66878,-0.06322799999999999,0.42993000000000003,0.16013,-0.37803000000000003,0.14215,-0.9807100000000001,-0.10203999999999999,0.13599,0.1503,0.29370999999999997,-0.17012,-0.04991,-0.30762,0.21420999999999998,0.093373,0.35581999999999997,-0.08604099999999999,0.38203000000000004,-0.11815,-0.26168,-0.22916,0.071248,-0.97577,-0.5049399999999999,0.058523,0.071412,0.058216,0.33805999999999997,-0.44442,0.17282999999999998,-0.20372,-0.36554000000000003,0.7004600000000001,-0.4193,-0.66777,-0.058794000000000006,0.7004600000000001,-0.01681,-0.21341999999999997,-0.092821,0.5393100000000001,0.13634000000000002,-0.27797,-4.456,-0.33358000000000004,-0.7894399999999999,-0.030108,0.5788,-0.20890999999999998,-0.07207899999999999,0.12164000000000001,-0.73774,0.012394,0.33004,0.078434,0.18903,-0.20863,0.35318,-0.41807,-0.2615,-0.0079751,-0.16629000000000002,-0.5191,-0.8617799999999999,0.22855,-0.9682299999999999,-0.56583,-0.41085,0.095075,-0.095723,0.13295,-0.64327,-0.41428000000000004,-0.018757,0.16788,-0.26735,-0.018979,0.2495,0.09870599999999999,-0.28352,0.065265,-0.48245,-0.10157999999999999,-0.39399999999999996,0.40828000000000003,0.35097,0.53977,0.45498,0.07399299999999999,0.70049,0.21585
indonesia,0.28528000000000003,-0.30412,0.17878,-0.095827,-0.35674,0.20375,-0.59067,0.40961000000000003,0.35223000000000004,-0.45402,-0.090245,-0.22207,-0.62892,0.30405,0.30328,0.12339000000000001,-0.39576,-0.42523,0.7083699999999999,-0.52584,-0.26854,-0.81518,-1.2327,0.53018,0.17093,0.30985,-0.15204,-0.36757,0.26261999999999996,0.43673999999999996,-1.5023,-0.6909,0.63869,0.21611,2.1424,-0.73126,0.40612,0.5575899999999999,0.81888,0.085875,-1.7695,0.38613000000000003,-0.16957,0.20158,0.1398,-0.085523,-0.95896,-0.43093000000000004,0.212,-0.22841,0.053083000000000005,0.17059000000000002,-0.3516,-0.07149900000000001,0.12239000000000001,0.057308000000000005,0.34747,0.10655999999999999,0.071529,-0.8218700000000001,0.026670999999999997,0.4128,-0.087762,0.029936,-0.07230299999999999,0.78966,-0.81097,0.10192999999999999,0.47502,-0.41186000000000006,-1.6181,-0.30287,0.60935,0.075489,-0.6755899999999999,-0.0059786,0.25245,0.33066999999999996,0.29991999999999996,-0.12533,0.19177,0.44454,0.88239,0.63827,-1.1554,-0.44987,-0.30082,0.058554999999999996,0.40169,-0.27871,-0.024988999999999997,-0.18875,-0.20421,-0.19869,-1.1281,0.42098,-0.28547,-0.14567,-0.25766,-0.40326999999999996,0.65392,-0.13264,-0.9046,-0.10228999999999999,0.39638,-0.81518,0.19328,0.52972,-0.10651,0.63022,0.1694,0.5031899999999999,-0.2739,0.4049,0.44459,-0.13280999999999998,0.37453000000000003,-0.71502,0.1267,-0.64023,0.10638,-0.48463999999999996,0.40596,-0.43863,0.070259,-0.5687,-0.092137,-0.32136,-1.5271,0.12267,0.20317000000000002,0.18261,0.29891,-0.30691999999999997,-0.072063,0.75548,0.07255299999999999,-0.10116,-0.36896999999999996,-0.44167,0.5339,-1.014,0.40871999999999997,0.32222,-0.62463,0.70548,-0.25906999999999997,0.40515,-0.33376999999999996,0.012692,-0.20503000000000002,0.74645,-3.0723,-0.09799,-0.13555,0.12555999999999998,-0.65168,0.29268,0.59464,0.091181,-0.38623,-0.7649600000000001,-0.45503999999999994,-0.22239,-0.085618,0.25296,-0.28744000000000003,-0.048986,-0.25699,0.14911,-0.49981000000000003,0.055446,0.30212,-0.11731,-0.6524300000000001,0.24448000000000003,-0.2175,0.16301,-0.13291,0.10575,0.09399,0.0097435,-0.41994,0.61117,-0.026894,-0.007770100000000001,0.054719000000000004,-0.29293,-0.2955,0.4958,0.029579,0.025785000000000002,0.10339000000000001,-0.090327,-0.8885700000000001,-0.023145,0.34469,-0.088966,0.087224,0.64242
